 kod_knihy,nazev,autor,Kategorie, obor_zanr,umisteni,signatura,zpusob_ziskani,mautritni,pujčena
1279,Fotbalové deníky,"Hájíček, Jiří",próza,,spotřeba,Žk15/24,koupená,ne,ne
1290,Zloději zelených koní,"Hájíček, Jiří",próza,,spotřeba,Žk15/35,koupená,ne,ne
1338,Dešťová hůl,"Hájíček, Jiří",próza,,spotřeba,Žk17/18,koupená,ne,ne
1026,Pravidla směšného chování,"Hakl, Emil",próza,,spotřeba,Žk10/10,koupená,ne,ne
1043,O rodičích a dětech,"Hakl, Emil",próza,,spotřeba,Žk10/27,koupená,ne,ne
1099,Intimní schránka Sabriny B.,"Hakl, Emil",próza,,spotřeba,Žk10/82,koupená,ne,ne
1264,Skutečná událost,"Hakl, Emil",próza,,spotřeba,Žk15/9,koupená,ne,ne
29,Básně,"Halas, František",poezie,,inventář,Žk66,koupená,ne,ne
47,Hlad,"Halas, František",poezie,,inventář,Žk95,koupená,ne,ne
50,Naše paní Božena Němcová,"Halas, František",poezie,,inventář,Žk100,koupená,ne,ne
12,Láska a smrt,"Halas, František - Holan, Vladimír",poezie,,inventář,Žk30,koupená,ne,ne
49,Básně,"Hálek, Vítězslav",poezie,,inventář,Žk99,koupená,ne,ne
1182,Úzkost brankáře při penaltě,"Handke, Peter",próza,,spotřeba,Žk13/31,koupená,ne,ne
883,S pečetí viny,"Hanibal, Jiří",próza,,inventář,Žk1036,koupená,ne,ne
,Dlouhá trať,"Hanišová, Viktorie",próza,,spotřeba,Žk20/53,koupená,ne,ne
,Dívka z inkoustu a hvězd,"Hargrave, Kiran Millwood",próza,,spotřeba,Žk20/2,koupená,ne,ne
,Otčina,"Harris, Robert",próza,,spotřeba,Žk20/30,koupená,ne,ne
,Konkláve,"Harris, Robert",próza,,spotřeba,Žk20/32,koupená,ne,ne
1256,Malý pražský erotikon,"Hartl, Patrik",próza,,spotřeba,Žk15/1,koupená,ne,ne
,Nejlepší víkend,"Hartl, Patrik",próza,,spotřeba,Žk18/12,koupená,ne,ne
,15 roků lásky,"Hartl, Patrik",próza,,spotřeba,Žk21/28,koupená,ne,ne
485,Záblesky života,"Hauková, Jiřina",próza,,inventář,Žk618,koupená,ne,ne
968,Odcházení,"Havel, Václav",drama,,spotřeba,Žk08/10,koupená,ne,ne
991,"Občan Vaněk – Audience, Vernisáž, Protest","Havel, Václav",drama,,spotřeba,Žk09/18,koupená,ne,ne
1124,Hry 3 (např. Audience),"Havel, Václav",drama,,spotřeba,Žk11/22,koupená,ne,ne
,Zahradní slavnost,"Havel, Václav",drama,,spotřeba,Žk20/31,koupená,ne,ne
23,Není církev jako církev,"Havlíček, Karel - Borovský",poezie,,inventář,Žk51,koupená,ne,ne
48,Vojna s hloupostí a zlobou,"Havlíček, Karel - Borovský",poezie,,inventář,Žk97,koupená,ne,ne
,Jirkův tajný klíč k vesmíru,"Hawkingovi, Lucy a Stephen",próza,,spotřeba,Žk22/42,koupená,ne,ne
,Stručná historie času,"Hawking, Stephen W.",próza,,spotřeba,Žk22/46,koupená,ne,ne
15,Písně a lamentace,"Heine, Heinrich",poezie,,inventář,Žk35,koupená,ne,ne
1274,Hlava XXII,"Heller, Joseph",próza,,spotřeba,Žk15/19,koupená,ne,ne
,Hlava XXII,"Heller, Joseph",próza,,spotřeba,Žk94/25,koupená,ne,ne
502,Fiesta,"Hemingway, Ernest",próza,,inventář,Žk635,koupená,ne,ne
686,Komu zvoní hrana,"Hemingway, Ernest",próza,,inventář,Žk834,koupená,ne,ne
706,Pohyblivý svátek,"Hemingway, Ernest",próza,,inventář,Žk855,koupená,ne,ne
1107,"Fiesta, Stařec a moe","Hemingway, Ernest",próza,,spotřeba,Žk11/5,koupená,ne,ne
1143,Povídky,"Hemingway, Ernest",próza,,spotřeba,Žk11/41,koupená,ne,ne
1267,"Fiesta, Stařec a moře","Hemingway, Ernest",próza,,spotřeba,Žk15/12,koupená,ne,ne
671,Hester,"Hercíková, Iva",próza,,inventář,Žk815,koupená,ne,ne
701,Pohádky,"Hess, Hermann",próza,,inventář,Žk850,koupená,ne,ne
811,Stepní vlk,"Hess, Hermann",próza,,inventář,Žk963,koupená,ne,ne
1038,Siddhártha,"Hess, Hermann",próza,,spotřeba,Žk10/22,koupená,ne,ne
,Dívka v modrém plášti,"Hesseová, Monica",próza,,spotřeba,Žk22/14,koupená,ne,ne
40,City v píseň spřádám,"Heyduk, Adolf",poezie,,inventář,Žk84,koupená,ne,ne
74,Vrh kostek,"Hiršal, Josef + Grégrová, Bohumila",poezie,,inventář,Žk135,koupená,ne,ne
966,"Mstivá kantiléna, pozdě k ránu, Žalmy","Hlaváček, Karel",poezie,,spotřeba,Žk08/8,koupená,ne,ne
161,William Shakespeare – Kronika hereckého života,"Hodek, Břetislav",próza,,inventář,Žk248,koupená,ne,ne
160,Perunův den,"Hodrová, Daniela",próza,,inventář,Žk246,koupená,ne,ne
472,Město vidím,"Hodrová, Daniela",próza,,inventář,Žk605,koupená,ne,ne
827,Cit slečny Smilly pro sníh,"Hoeg, Peter",próza,,inventář,Žk979,koupená,ne,ne
13,Tenkrát,"Holan, Vladimír",poezie,,inventář,Žk31,koupená,ne,ne
28,Strom kůru shazuje,"Holan, Vladimír",poezie,,inventář,Žk65,koupená,ne,ne
333,Lemuria,"Holan, Vladimír",poezie,,inventář,Žk450,koupená,ne,ne
334,Testramenty,"Holan, Vladimír",poezie,,inventář,Žk451,koupená,ne,ne
424,Narození Sisyfovo,"Holub, Miroslav",poezie,,inventář,Žk554,koupená,ne,ne
410,Odysseova dobrodružství,Homér,poezie,,inventář,Žk536,koupená,ne,ne
1101,Ilias,Homér,poezie,,spotřeba,Žk10/84,koupená,ne,ne
1156,Achillova pomsta (z Iliady),Homér,poezie,,spotřeba,Žk13/5,koupená,ne,ne
14,Rozkvetlá větev,"Hora, Josef",poezie,,inventář,Žk34,koupená,ne,ne
,Teorie podivnosti,"Horáková, Pavla",próza,,spotřeba,Žk19/40,koupená,ne,ne
,Srdce Evropy,"Horáková, Pavla",próza,,Spotřeba,Žk22/2,koupená,ne,ne
1322,Marie a Magdalény,"Horňáková-Civade, Lenka",próza,,spotřeba,Žk17/2,koupená,ne,ne
1336,Pálenka: prózy z Banátu,"Hořava, Matěj",próza,,spotřeba,Žk17/16,koupená,ne,ne
,Tisíce planoucích sluncí,"Hosseini, Khaled",próza,,spotřeba,Žk20/33,koupená,ne,ne
,Mořská modlitba,"Hosseini, Khaled",poezie,,spotřeba,Žk20/34,koupená,ne,ne
882,"Příběhy, pověsti a pohádky paní hudby","Hostomská, Anna",próza,,inventář,Žk1035,koupená,ne,ne
335,Nezvěstný,"Hostovský, Egon",próza,,inventář,Žk452,koupená,ne,ne
336,Literární dobrodružství,"Hostovský, Egon",próza,,inventář,Žk453,koupená,ne,ne
1128,Mapa a území,"Houellebecq, Michel",próza,,spotřeba,Žk11/26,koupená,ne,ne
1281,Podvolení,"Houellebecq, Michel",próza,,spotřeba,Žk15/26,koupená,ne,ne
78,Pábení,"Hrabal, Bohumil",próza,,inventář,Žk141,koupená,ne,ne
179,Pábení,"Hrabal, Bohumil",próza,,inventář,Žk267,koupená,ne,ne
180,Obrazy v hlubině času,"Hrabal, Bohumil",próza,,inventář,Žk268,koupená,ne,ne
181,Kafkárna,"Hrabal, Bohumil",próza,,inventář,Žk269,koupená,ne,ne
182,Obsluhoval jsem anglického krále,"Hrabal, Bohumil",próza,,inventář,Žk270,koupená,ne,ne
473,"Buďte tak hodná, vytáhněte rolety","Hrabal, Bohumil",próza,,inventář,Žk606,koupená,ne,ne
1045,Ostře sledované vlaky,"Hrabal, Bohumil",próza,,spotřeba,Žk10/29,koupená,ne,ne
429,Blues pro bláznivou holku a jiné básně,"Hrabě, Václav",poezie,,inventář,Žk559,koupená,ne,ne
668,Horečka,"Hrabě, Václav",próza,,inventář,Žk812,koupená,ne,ne
757,Sedm sněhuláků a jiné případy pro začínající detektivy,"Hrnčíř, Svatopluk",próza,,inventář,Žk908,koupená,ne,ne
30,Romance pro křídlovku,"Hrubín, František",poezie,,inventář,Žk69,koupená,ne,ne
60,Verše 1932 - 1948,"Hrubín, František",poezie,,inventář,Žk119,koupená,ne,ne
61,Oblohy,"Hrubín, František",poezie,,Inventář,Žk120,koupená,ne,ne
546,Pohádky z tisíce a jedné noci,"Hrubín, František",próza,,inventář,Žk685,koupená,ne,ne
157,Chrám Matky Boží v Paříži,"Hugo, Victor",próza,,inventář,Žk239,koupená,ne,ne
1176,Chrám Matky Boží v Paříži,"Hugo, Victor",próza,,spotřeba,Žk13/25,koupená,ne,ne
611,Paměť mojí babičce,"Hůlová, Petra",próza,,inventář,Žk753,koupená,ne,ne
679,Přes matný sklo,"Hůlová, Petra",próza,,inventář,Žk826,koupená,ne,ne
1022,Strážci občanského dobra,"Hůlová, Petra",próza,,spotřeba,Žk10/6,koupená,ne,ne
,Nejvyšší karta,"Hůlová, Petra",próza,,spotřeba,Žk23/20,koupená,ne,ne
846,Plyš,"Hvorecký, Michal",próza,,inventář,Žk999,koupená,ne,ne
,Úžasná dobrodružství Kavaliera a Claye,"Chabon, Michael",próza,,spotřeba,Žk18/70,koupená,ne,ne
337,Z deníku anekdoty,"Charms, Daniil",próza,,inventář,Žk454,koupená,ne,ne
338,Reakční žonglérství,"Charms, Daniil",próza,,inventář,Žk455,koupená,ne,ne
385,Let do nebe,Charms Daniil,próza,,inventář,Žk508,koupená,ne,ne
524,Čtyřnohá vrána,"Charms, Daniil",próza,,inventář,Žk661,koupená,ne,ne
820,Motýlek,"Charrier, Henri",próza,,inventář,Žk972,koupená,ne,ne
154,Utz,"Chatwin, Bruce",próza,,inventář,Žk235,koupená,ne,ne
37,Canterburské povídky,"Chaucer, Geoffrey",poezie,,inventář,Žk81,koupená,ne,ne
1187,Zvonokosy,"Chevallier, Gabriel",próza,,spotřeba,Žk13/36,koupená,ne,ne
,Jizva,"Chlupová, Danuta",próza,,spotřeba,Žk21/50,koupená,ne,ne
556,Vlastní životopis,"Iacocca, Lee",próza,,inventář,Žk695,koupená,ne,ne
,Mateřské mléko,"Ikstena, Nora",próza,,spotřeba,Žk23/16,koupená,ne,ne
1346,"Plešatá zpěvačka, Židle","Ionesco, Eugene",drama,,spotřeba,Žk17/26,koupená,ne,ne
188,Modlitba za Owena Meanyho,"Irving, John",próza,,inventář,Žk278,koupená,ne,ne
235,Hotel New Hampshire,"Irving, John",próza,,inventář,Žk338,koupená,ne,ne
598,Pravidla moštárny,"Irving, John",próza,,inventář,Žk740,koupená,ne,ne
674,Manželství do 158 liber,"Irving, John",próza,,inventář,Žk818,koupená,ne,ne
878,Svět podle Garpa,"Irving, John",próza,,inventář,Žk1031,koupená,ne,ne
1080,Poslední noc na Klikaté řece,"Irving, John",próza,,spotřeba,Žk10/63,koupená,ne,ne
,Pohřbený obr,"Ishiguro, Kazuo",próza,,spotřeba,Žk18/27,koupená,ne,ne
895,Boží člověk Issa,"Issa, Kobajaši",poezie,,inventář,Žk1048,koupená,ne,ne
,Literárníé spolek Laury Sněžné,"Jaaskelainen, Pasi Ilmari",próza,,spotřeba,Žk18/31,koupená,ne,ne
,Magický průvodce městem pod pahorkem,"Jaaskelainen, Pasi Ilmari",próza,,spotřeba,Žk18/62,koupená,ne,ne
,Zulejka otevírá oči,"Jachina, Guzel",próza,,spotřeba,Žk18/58,koupená,ne,ne
,Děti Volhy,"Jachina, Guzel",próza,,spotřeba,Žk22/58,koupená,ne,ne
427,Rozvrzaný mandl,"Jandl, Ernst",poezie,,inventář,Žk557,koupená,ne,ne
,Černá sanitka a jiné děsivé příběhy,"Janeček, Petr",próza,,spotřeba,Žk22/72,koupená,ne,ne
824,"Šakalí léta, Pelíšky, Pupendo",Jarchovský Petr,próza,,inventář,Žk976,koupená,ne,ne
1119,Nadsamec,"Jarry, Alfred",próza,,spotřeba,Žk11/17,koupená,ne,ne
,Nebe nad Perninkem,"Javůrek, Štěpán",próza,,spotřeba,Žk21/57,koupená,ne,ne
,Chaloupky,"Javůrek, Štěpán",próza,,spotřeba,Žk22/23,koupená,ne,ne
,Plavec ve tmě,"Jedrowski, Tomasz",próza,,spotřeba,Žk20/40,koupená,ne,ne
5,Cawdor,"Jeffers, Robinson",poezie,,inventář,Žk7,koupená,ne,ne
1268,Pastýřka putující k dubnu,"Jeffers, Robinson",poezie,,spotřeba,Žk15/13,koupená,ne,ne
1020,Vyvrhelové,"Jelineková, Elfriede",próza,,spotřeba,Žk10/4,koupená,ne,ne
1000,Nářek harmoniky,"Jesenin, Sergej",poezie,,spotřeba,Žk09/27,koupená,ne,ne
232,Casanova,"Jílek, František",próza,,inventář,Žk334,koupená,ne,ne
648,Staré pověsti české,"Jirásek, Alois",próza,,inventář,Žk791,koupená,ne,ne
1167,Z Čech až na konec světa,"Jirásek, Alois",próza,,spotřeba,Žk13/16,koupená,ne,ne
497,Saturnin,"Jirotka, Zdeněk",próza,,inventář,Žk630,koupená,ne,ne
1141,Saturnin,"Jirotka, Zdeněk",próza,,spotřeba,Žk11/39,koupená,ne,ne
158,Magorovy labutí písně,"Jirous, Ivan",poezie,,inventář,Žk243,koupená,ne,ne
1288,"Analfabetka, která uměla počítat","Jonasson, Jonas",próza,,spotřeba,Žk15/33,koupená,ne,ne
,Sladká pomsta,"Jonasson, Jonas",próza,,spotřeba,Žk20/39,koupená,ne,ne
,Stoletý stařík,"Jonasson, Jonas",próza,,spotřeba,Žk20/47,koupená,ne,ne
,Stojednaletý stařík,"Jonasson, Jonas",próza,,spotřeba,Žk20/48,koupená,ne,ne
125,Odysseus,"Joyce, James",próza,,inventář,Žk198,koupená,ne,ne
91,Povídky,"Kafka, Franz",próza,,inventář,Žk157,koupená,ne,ne
184,Proces,"Kafka, Franz",próza,,inventář,Žk274,koupená,ne,ne
212,Proměna,"Kafka, Franz",próza,,inventář,Žk310,koupená,ne,ne
392,Dopis otci,"Kafka, Franz",próza,,inventář,Žk515,koupená,ne,ne
530,Dopisy Felici,"Kafka, Franz",próza,,inventář,Žk667,koupená,ne,ne
849,Zámek,"Kafka, Franz",próza,,inventář,Žk1002,koupená,ne,ne
1066,Proměna a jiné povídky,"Kafka, Franz",próza,,spotřeba,Žk10/51,koupená,ne,ne
6,"Příběhy, osudy, mýty","Kainar, Josef",poezie,,inventář,Žk8,koupená,ne,ne
1240,Lazar a píseň,"Kainar, Josef",poezie,,spotřeba,Žk14/16,koupená,ne,ne
,Vegetariánka,"Kang, Han",próza,,spotřeba,Žk18/33,koupená,ne,ne
265,Přítelkyně z domu smutku,"Kantůrková, Eva",próza,,inventář,Žk375,koupená,ne,ne
964,Kladivo na čarodějnice,"Kaplický, Václav",próza,,spotřeba,Žk08/6,koupená,ne,ne
1349,Trhlina,"Karika, Jozef",próza,,spotřeba,Žk17/29,koupená,ne,ne
1250,Němci,"Katalpa, Jakuba",próza,,spotřeba,Žk14/26,koupená,ne,ne
1352,Doupě,"Katalpa, Jakuba",próza,,spotřeba,Žk17/32,koupená,ne,ne
,Zuzanin dech,"Katalpa, Jakuba",próza,,spotřeba,Žk20/54,koupená,ne,ne
,Květy slunce,"Kaur, Rupi",poezie,,spotřeba,Žk20/5,koupená,ne,ne
,Mléko a med,"Kaur, Rupi",poezie,,spotřeba,Žk20/15,koupená,ne,ne
,Než vzpomínky vyblednou,"Kawaguči, Tošikazu",próza,,spotřeba,Žk22/39,koupená,ne,ne
,Prsa a vajíčka,"Kawakami, Mieko",próza,,spotřeba,Žk21/26,koupená,ne,ne
,Tyll,"Kehlmann, Daniel",próza,,spotřeba,Žk23/27,koupená,ne,ne
,Lazar,"Kepler, Lars",próza,,spotřeba,Žk18/28,koupená,ne,ne
,Paganiniho smlouva,"Kepler, Lars",próza,,spotřeba,Žk19/12,koupená,ne,ne
,Stalker,"Kepler, Lars",próza,,spotřeba,Žk19/15,koupená,ne,ne
,Hypnotizér,"Kepler, Lars",próza,,spotřeba,Žk21/61,koupená,ne,ne
79,Osamělý poutník,"Kerouac, Jack",próza,,inventář,Žk144,koupená,ne,ne
364,Mag,"Kerouac, Jack",próza,,inventář,Žk485,koupená,ne,ne
988,Na cestě,"Kerouac, Jack",próza,,spotřeba,Žk09/14,koupená,ne,ne
1121,Na cestě (rukopisný svitek),"Kerouac, Jack",próza,,spotřeba,Žk11/19,koupená,ne,ne
295,Vyhoďme ho z kola ven,"Kesey, Ken",próza,,inventář,Žk411,koupená,ne,ne
,Můra,"Kettu, Katja",Próza,,spotřeba,Žk20/42,koupená,ne,ne
,Deník malého poseroutky 11 (Všechna sláva),"Kinney, Jeff",próza,,spotřeba,Žk18/50,koupená,ne,ne
,Deník malého poseroutky 12 (Výprava za teplem),"Kinney, Jeff",próza,,spotřeba,Žk18/51,koupená,ne,ne
,Deník malého poseroutky 13 (Radosti zimy),"Kinney, Jeff",próza,,spotřeba,Žk18/40,koupená,ne,ne
277,Pohádky,"Kipling, Rudyard",próza,,inventář,Žk393,koupená,ne,ne
1302,Čtyři aktovky (Rohovín Čtverrohý aj.),"Klicpera, Václav Kliment",drama,,spotřeba,Žk16/5,koupená,ne,ne
,Hadrián z Římsů,"Klicpera, Václav Kliment",drama,,spotřeba,Žk21/8,koupená,ne,ne
474,Láska a smetí,"Klíma, Ivan",próza,,inventář,Žk607,koupená,ne,ne
606,Má veselá jitra,"Klíma, Ivan",próza,,inventář,Žk748,koupená,ne,ne
480,Utrpení knížete Sternenhocha,"Klíma, Ladislav",próza,,inventář,Žk613,koupená,ne,ne
,Rusko – vagon třetí třídy,"Ključarjovová, Natalja",próza,,spotřeba,Žk19/37,koupená,ne,ne
677,"Monarcha, Absint","Kocábová, Natálie",próza,,inventář,Žk824,koupená,ne,ne
185,Sněžím,"Kohout, Pavel",próza,,inventář,Žk275,koupená,ne,ne
484,Katyně,"Kohout, Pavel",próza,,inventář,Žk617,koupená,ne,ne
713,Kde je zakopán pes?,"Kohout, Pavel",próza,,inventář,Žk862,koupená,ne,ne
486,"Černá lyra, Čas, Očitý svědek","Kolář, Jiří",poezie,,inventář,Žk619,koupená,ne,ne
1055,Svědek (výbor),"Kolář, Jiří",poezie,,spotřeba,Žk10/40,koupená,ne,ne
482,Psáno na pohlednice I,"Kolář, Jiří",próza,,inventář,Žk615,koupená,ne,ne
88,Labyrint světa a ráj srdce,"Komenský, Jan Amos",próza,,inventář,Žk153,koupená,ne,ne
,Katovo poslední přání,"Kononenko, Jevhenia",próza,,spotřeba,Žk20/51,koupená,ne,ne
1188,Robinsonáda a další povídky,"Konrád, Karel",próza,,spotřeba,Žk13/37,koupená,ne,ne
245,Já – soukromý život Miloše Kopeckého,"Kopecký, Miloš",próza,,inventář,Žk348,koupená,ne,ne
,Stanice odložených lásek,"Kornerová, Hana Marie",próza,,spotřeba,Žk22/83,koupená,ne,ne
,Deník pražského studenta,"Kos, Pavel",próza,,spotřeba,Žk18/64,koupená,ne,ne
481,Ferdinand Peroutka,"Kosatík, Pavel",próza,,inventář,Žk614,koupená,ne,ne
,Nabarvené ptáče,"Kosinski, Jerzy",próza,,spotřeba,Žk19/22,koupená,ne,ne
973,Kronika česká,Kosmas,próza,,spotřeba,Žk08/15,koupená,ne,ne
758,Kronika života a vlády Karla IV.,"Kožík, František",próza,,inventář,Žk909,koupená,ne,ne
,Zazděná slečna a jiné příhody pro vyražení,"Kramerius, Václav Matěj",Próza,,spotřeba,Žk21/5,koupená,ne,ne
487,"Má lásko, postmoderno","Kratochvil, Jiří",próza,,inventář,Žk620,koupená,ne,ne
488,Avion,"Kratochvil, Jiří",próza,,inventář,Žk621,koupená,ne,ne
582,Muž za vlastním rohem,"Kraus, Ivan",próza,,inventář,Žk724,koupená,ne,ne
,Letenka do neznáma aneb Rozhovory přes oceán,"Krausová, Eliška",próza,,spotřeba,Žk21/31,koupená,ne,ne
808,Básně,"Krchovský, J. H.",poezie,,inventář,Žk960,koupená,ne,ne
1067,Ostrov pokladů,"Kryl, Karel",poezie,,spotřeba,Žk10/52,koupená,ne,ne
59,Člověk a stín  (bajky),"Krylov, Ivan Andrejevič",poezie,,inventář,Žk117,koupená,ne,ne
483,Mrchopěvci,"Křesadlo, Jan",próza,,inventář,Žk616,koupená,ne,ne
779,Obětina,"Křesadlo, Jan",próza,,inventář,Žk931,koupená,ne,ne
597,Podkovaná blecha,"Křesťan, Rudolf",próza,,inventář,Žk739,koupená,ne,ne
1002,Tandem (fejetony),"Křesťan, Rudolf",próza,,spotřeba,Žk09/29,koupená,ne,ne
,Tajemství stříbrné čarodějky,"Kubašková, Petra",próza,,spotřeba,Žk20/35,koupená,ne,ne
,Hájovna,"Kubíková, Karla",próza,,spotřeba,Žk22/81,koupená,ne,ne
386,Země snivců,"Kubín, Alfréd",próza,,inventář,Žk509,koupená,ne,ne
122,Jakub a jeho pán,"Kundera, Milan",drama,,inventář,Žk193,koupená,ne,ne
1282,Ptákovina,"Kundera, Milan",drama,,spotřeba,Žk15/27,koupená,ne,ne
266,Žert,"Kundera, Milan",próza,,inventář,Žk379,koupená,ne,ne
467,Valčík na rozloučenou,"Kundera, Milan",próza,,inventář,Žk600,koupená,ne,ne
800,Nesnesitelná lehkost bytí,"Kundera, Milan",próza,,inventář,Žk952,koupená,ne,ne
960,Směšné lásky,"Kundera, Milan",próza,,spotřeba,Žk08/2,koupená,ne,ne
1036,Nesmrtelnost,"Kundera, Milan",próza,,spotřeba,Žk10/20,koupená,ne,ne
1242,Žert,"Kundera, Milan",próza,,spotřeba,Žk14/18,koupená,ne,ne
1318,Život je jinde,"Kundera, Milan",próza,,spotřeba,Žk16/21,koupená,ne,ne
1351,Kniha smíchu a zapomnění,"Kundera, Milan",próza,,spotřeba,Žk17/31,koupená,ne,ne
,Nevědění,"Kundera, Milan",próza,,spotřeba,Žk21/63,koupená,ne,ne
17,Bajky,"La Fontaine, Jean de",poezie,,inventář,Žk41,koupená,ne,ne
281,Bajky,"La Fontaine, Jean de",poezie,,inventář,Žk397,koupená,ne,ne
,Temnota,"Lagercrantz, David",próza,,spotřeba,Žk22/45,koupená,ne,ne
,Nenávist,"Lagercrantz, David",próza,,spotřeba,Žk23/10,koupená,ne,ne
1061,Nebezpečné známosti,"Laclos, Choderlos de",próza,,spotřeba,Žk10/46,koupená,ne,ne
,Nevítaný host,"Lapena, Shari",próza,,spotřeba,Žk21/4,koupená,ne,ne
,Cestovní kancelář Jinosvěty,"Lapinski, L. D.",próza,,spotřeba,Žk23/12,koupená,ne,ne
,"Cestovní kancelář Jinosvěty, Na hraně oceánu","Lapinski, L. D.",próza,,spotřeba,Žk23/13,koupená,ne,ne
,Šikmý kostel 1,"Lednická, Karin",próza,,spotřeba,Žk21/52,koupená,ne,ne
,Šikmý kostel 2,"Lednická, Karin",próza,,spotřeba,Žk21/51,koupená,ne,ne
,Životice – obraz (po)zapomenuté tragédie,"Lednická, Karin",próza,,spotřeba,Žk22/84,koupená,ne,ne
943,Hvězdné deníky,"Lem, Stanislav",próza,,KPGO,KP99/23,koupená,ne,ne
1301,"Maškaráda, Dva bratři","Lermontov, Michail Jurjevič",drama,,spotřeba,Žk16/4,koupená,ne,ne
22,Strážný zvon,"Lermontov, Michail Jurjevič",poezie,,inventář,Žk48,koupená,ne,ne
,Muž a dvě ženy,"Lessingová, Doris",próza,,spotřeba,Žk18/68,koupená,ne,ne
186,"Rosemary má děťátko, Stepfortské paničky","Levin, Ira",próza,,inventář,Žk276,koupená,ne,ne
,"Letopisy Narnie 1, Čarodějův synovec","Lewis, Clive Staples",próza,,spotřeba,Žk20/6,koupená,ne,ne
,"Letopisy Narnie 2, Lev, čarodějnice a skříň","Lewis, Clive Staples",próza,,spotřeba,Žk20/7,koupená,ne,ne
,"Letopisy Narnie 3, Kůň a jeho chlapec","Lewis, Clive Staples",próza,,spotřeba,Žk20/8,koupená,ne,ne
,"Letopisy Narnie 4, Princ Kaspian","Lewis, Clive Staples",próza,,spotřeba,Žk20/9,koupená,ne,ne
,"Letopisy Narnie 5, Plavba jitřního poutníka","Lewis, Clive Staples",próza,,spotřeba,Žk20/10,koupená,ne,ne
,"Letopisy Narnie 6, Stříbrná židle","Lewis, Clive Staples",próza,,spotřeba,Žk20/11,koupená,ne,ne
