kod knihy,Nazev,Autor,Kategorie,Obor/zanr,Umisteni,Signatura,Způsob ziskani,mautritni,pujcena
352,Korespondence 2,"Capek, Karel",próza,,inventar,Zk472,koupena,no,no
390,Vestkyne a jasnovidec aneb Na prahu zahad,"Capek, Karel",próza,,inventar,Zk513,koupena,no,no
649,Devatero pohadek,"Capek, Karel",próza,,inventar,Zk792,koupena,no,no
1034,Valka s mloky,"Capek, Karel",próza,,spotreba,Zk10/18,koupena,no,no
1048,Hordubal,"Capek, Karel",próza,,spotreba,Zk10/32,koupena,no,no
1079,Povidky z jedne a druhe kapsy,"Capek, Karel",próza,,spotreba,Zk10/62,koupena,no,no
1123,"Hordubal, Povetron, Obycejny zivot","Capek, Karel",próza,,spotreba,Zk11/21,koupena,no,no
1293,Tovarna na absolutno,"Capek, Karel",próza,,spotreba,Zk15/38,koupena,no,no
18,Ve stinu lipy,"Cech, Svatopluk",poezie,,inventar,Zk42,koupena,no,no
21,Pisne otroka,"Cech, Svatopluk",poezie,,inventar,Zk46,koupena,no,no
1163,Racek,"Cechov, Anton Pavlovic",drama,,spotreba,Zk13/12,koupena,no,no
1158,Okamziky,"Cechov, Anton Pavlovic",próza,,spotreba,Zk13/7,koupena,no,no
1280,Padana letni jablka,"Cechova, Dora",próza,,spotreba,Zk15/25,koupena,no,no
974,"Ohlasy – Ohlas pisni ruskych, Ohlas pisni ceskych","Celakovsky, Frantisek Ladislav",poezie,,spotreba,Zk08/16,koupena,no,no
,Manzela jsem nezabila,"Cen-Jun, Liou",próza,,spotreba,Zk20/37,koupena,no,no
982,Genius Zdenek Sverak,"Cermakova, Dana",próza,,spotreba,Zk09/8,koupena,no,no
329,Pameti,"Dacicky z Heslova, Mikulas",próza,,inventar,Zk445,koupena,no,no
,Jakub a obri broskev,"Dahl, Roald",próza,,spotreba,Zk19/25,koupena,no,no
,Karlik a tovarna na cokoladu,"Dahl, Roald",próza,,spotreba,Zk19/26,koupena,no,no
,"Danny, mistr sveta","Dahl, Roald",próza,,spotreba,Zk19/27,koupena,no,no
,Kluk – pribehy z detstvi,"Dahl, Roald",próza,,spotreba,Zk19/28,koupena,no,no
,Previtovi,"Dahl, Roald",próza,,spotreba,Zk19/29,koupena,no,no
,Velke mysi spiknuti,"Dahl, Roald",próza,,spotreba,Zk19/30,koupena,no,no
,Kouzelny prst,"Dahl, Roald",próza,,spotreba,Zk19/31,koupena,no,no
,Jirkova zazracna medicina,"Dahl, Roald",próza,,spotreba,Zk19/32,koupena,no,no
,Obr Dobr,"Dahl, Roald",próza,,spotreba,Zk19/33,koupena,no,no
,Fantasticky pan lisak,"Dahl, Roald",próza,,spotreba,Zk19/34,koupena,no,no
,Matylda,"Dahl, Roald",próza,,spotreba,Zk19/35,koupena,no,no
,Carodejnice,"Dahl, Roald",próza,,spotreba,Zk19/36,koupena,no,no
735,Kronika tak receneho Dalimila,Dalimil,poezie,,inventar,Zk885,koupena,no,no
1059,Bozska komedie,"Dante, Alighieri",poezie,,spotreba,Zk10/44,koupena,no,no
1111,Bozska komedie,"Dante, Alighieri",poezie,,spotreba,Zk11/9,koupena,no,no
1276,"Mersault, presetreni","Daúd, Kamel",próza,,spotreba,Zk15/21,koupena,no,no
,Celej Franz!,"Davouze, Marta",próza,,spotreba,Zk18/15,koupena,no,no
,Vikend s Miriam,"Davouze, Marta",próza,,spotreba,Zk18/18,koupena,no,no
,Odepsany,"Dazai, Osama",próza,,spotreba,Zk22/80,koupena,no,no
884,Ludmilina lamana anglictina,"DBC, Pierre",próza,,inventar,Zk1037,koupena,no,no
599,O zenach vim vsechno,"Decastelo, Rene",próza,,inventar,Zk741,koupena,no,no
1277,Robinson Crusoe,"Defoe, Daniel",próza,,spotreba,Zk15/22,koupena,no,no
1172,Robinson Crusoe,"Defoe, Daniel (Novotny, Frantisek)",próza,,spotreba,Zk13/21,koupena,no,no
1024,Penize od Hitlera,"Denemarkova, Radka",próza,,spotreba,Zk10/8,koupena,no,no
,My 2,"Denemarkova, Radka",próza,,spotreba,Zk18/85,koupena,no,no
,A ja porad kdo to tluce,"Denemarkova, Radka",próza,,spotreba,Zk22/78,koupena,no,no
,Muz z vysokeho zamku,"Dick, Philip K.",próza,,spotreba,Zk20/17,koupena,no,no
1032,Oliver Twist,"Dickens, Charles",próza,,spotreba,Zk10/16,koupena,no,no
1232,Nadejne vyhlidky,"Dickens, Charles",próza,,spotreba,Zk14/15,koupena,no,no
,Jeptiska,"Diderot, Denis",próza,,spotreba,Zk20/50,koupena,no,no
330,Jedna lod,"Divis, Ivan",poezie,,inventar,Zk446,koupena,no,no
,"Jsou svetla, ktera nevidime","Doerr, Anthony",próza,,spotreba,Zk19/18,koupena,no,no
,Parkourista,"Dolejsova, Eva",Próza,,spotreba,Zk20/22,koupena,no,no
,Johana,"Dostalova, Pavla",próza,,spotreba,Zk21/30,koupena,no,no
773,Nezna,"Dostojevskij, Fjodor Michailovic",próza,,inventar,Zk925,koupena,no,no
1334,Hrdy Budzes,"Douskova, Irena",próza,,spotreba,Zk17/14,koupena,no,no
1300,Pet her (Navsteva stare damy aj.),"Durrenmatt, Friedrich",drama,,spotreba,Zk16/3,koupena,no,no
821,Sluzba zakaznikům,"Duteurtre, Benoit",próza,,inventar,Zk973,koupena,no,no
990,Ceske zahady,"Dvorak, Otomar",próza,,spotreba,Zk09/17,koupena,no,no
,Pisecnici a probuzeni krale,"Dvorak, Vaclav",próza,,spotreba,Zk23/1,koupena,no,no
,Pisecnici a bludny asteroid,"Dvorak, Vaclav",próza,,spotreba,Zk23/2,koupena,no,no
1215,Podivuhodne pribehy z Atlantidy,"Dvorak, Zdenek",próza,,spotreba,Zk13/64,koupena,no,no
71,Promenada Diogenova,"Dyk, Viktor",poezie,,inventar,Zk132,koupena,no,no
391,Krysar,"Dyk, Viktor",próza,,inventar,Zk514,koupena,no,no
82,Prorok,"Dzibran, Chalil",próza,,inventar,Zk147,koupena,no,no
965,Jmeno růze,"Eco, Umberto",próza,,spotreba,Zk08/7,koupena,no,no
1130,Prazsky hrbitov,"Eco, Umberto",próza,,spotreba,Zk11/28,koupena,no,no
732,Sifra mistra Leonarda – Pravda a smyslenky,"Ehrman, Bart D.",próza,,inventar,Zk882,koupena,no,no
1204,Stare povesti ceske,"Eislerova, Jana",próza,,spotreba,Zk13/53,koupena,no,no
1115,Zbrane bolesti,"Eluard, Paul",poezie,,spotreba,Zk11/13,koupena,no,no
1197,Mezi dvema kralovnami,"Emerson, Kate",próza,,spotreba,Zk13/46,koupena,no,no
1326,Co nam ohen vzal,"Enriquezova, Mariana",próza,,spotreba,Zk17/6,koupena,no,no
1131,Erben parodicky,"Erben, Karel Jaromir",poezie,,spotreba,Zk11/29,koupena,no,no
9,Kytice,"Erben, Karel Jaromir",poezie,,inventar,Zk21,koupena,no,no
341,Ceske narodni pohadky,"Erben, Karel Jaromir",poezie,,inventar,Zk459,koupena,no,no
1246,Ceske pohadky,"Erben, Karel Jaromir",próza,,spotreba,Zk14/22,koupena,no,no
8,Poklad,"Erben, Karel Jaromir",poezie,,inventar,Zk19,koupena,no,no
,Hra o manzelstvi,"Eugenides, Jeffrey",próza,,spotreba,Zk18/83,koupena,no,no
,Medeia,Euripides,drama,,spotreba,Zk20/14,koupena,no,no
1008,Ezopovy bajky (pro male deti),Ezop,próza,,spotreba,Zk09/35,koupena,no,no
,Kniha zvlastnich novych veci,"Faber, Michel",próza,,spotreba,Zk18/34,koupena,no,no
,Sto devetadevadesat schodů,"Faber, Michel",próza,,spotreba,Zk20/41,koupena,no,no
,Restaurant The Hills,"Faldbakken, Matias",próza,,spotreba,Zk18/23,koupena,no,no
,Lapaci prachu,"Faulerova, Lucie",próza,,spotreba,Zk21/6,koupena,no,no
,Genialni pritelkyne,"Ferante, Elena",próza,,spotreba,Zk18/8,koupena,no,no
,Pribeh noveho jmena,"Ferante, Elena",próza,,spotreba,Zk18/9,koupena,no,no
,"Pribeh tech, co odchazeji, a tech, kteri zůstanou","Ferante, Elena",próza,,spotreba,Zk18/10,koupena,no,no
,Pribeh ztracene holcicky,"Ferante, Elena",próza,,spotreba,Zk18/11,koupena,no,no
,Tiziva laska,"Ferante, Elena",próza,,spotreba,Zk18/16,koupena,no,no
,Vstat znovu se slepicema,"Ferris, Joshua",próza,,spotreba,Zk19/3,koupena,no,no
1257,Klimtův polibek,"Filan, Boris",próza,,spotreba,Zk15/2,koupena,no,no
142,V podsvetnim meste,"Fischerova, Sylva",poezie,,inventar,Zk221,koupena,no,no
,Nikolina cesta,"Fisarova, Michaela",próza,,spotreba,Zk21/14,koupena,no,no
,"Hranicarův ucen 1, Rozvaliny Gorlanu","Flanagan, John",próza,,spotreba,Zk22/16,koupena,no,no
,"Hranicarův ucen 2, Horici most","Flanagan, John",próza,,spotreba,Zk22/18,koupena,no,no
,"Hranicarův ucen 3, Ledova zeme","Flanagan, John",próza,,spotreba,Zk21/35,koupena,no,no
,"Hranicarův ucen 4, Nositele duboveho listu","Flanagan, John",próza,,spotreba,Zk21/36,koupena,no,no
,"Hranicarův ucen 5, Vykupne za Eraka","Flanagan, John",próza,,spotreba,Zk22/3,koupena,no,no
,"Hranicarův ucen 6, Carodej na severu","Flanagan, John",próza,,spotreba,Zk22/19,koupena,no,no
,"Hranicarův ucen 7, Oblehani Macindawu","Flanagan, John",próza,,spotreba,Zk22/20,koupena,no,no
,"Hranicarův ucen 8, Kralove Cronmelu","Flanagan, John",próza,,spotreba,Zk21/37,koupena,no,no
,"Hranicarův ucen 9, Halt v nebezpeci","Flanagan, John",próza,,spotreba,Zk21/38,koupena,no,no
,"Hranicarův ucen 10, Cisar Nihon-Dzinu","Flanagan, John",próza,,spotreba,Zk21/39,koupena,no,no
,"Hranicarův ucen 11, Ztracene pribehy","Flanagan, John",próza,,spotreba,Zk21/40,koupena,no,no
,"Hranicarův ucen 12, Kralovska hranicarka","Flanagan, John",próza,,spotreba,Zk21/43,koupena,no,no
,"Hranicarův ucen 13, Klan Rude Lisky","Flanagan, John",próza,,spotreba,Zk21/42,koupena,no,no
,"Hranicarův ucen 14, Souboj na Araluenu","Flanagan, John",próza,,spotreba,Zk21/41,koupena,no,no
,"Hranicarův ucen 15, Ztraceny princ","Flanagan, John",próza,,spotreba,Zk22/17,koupena,no,no
,"Hranicarův ucen 16, Útek z Falaise","Flanagan, John",próza,,spotreba,Zk 23/3,koupena,no,no
,"Hranicarův ucen 17, Arazanini vlci","Flanagan, John",próza,,spotreba,Zk23/4,koupena,no,no
1291,Nova rada,"Flaska z Pardubic, Smil",poezie,,spotreba,Zk15/36,koupena,no,no
331,Bouvard a Pecuchet,"Flaubert, Gustav",próza,,inventar,Zk447,koupena,no,no
604,Pani Bovaryova,"Flaubert, Gustav",próza,,inventar,Zk746,koupena,no,no
1178,Pani Bovaryova,"Flaubert, Gustav",próza,,spotreba,Zk13/27,koupena,no,no
1213,Syn vetrů a prsaty muz,"Formanek, Josef",próza,,spotreba,Zk13/62,koupena,no,no
498,Mag,"Fowles, John",próza,,inventar,Zk631,koupena,no,no
544,Larva,"Fowles, John",próza,,inventar,Zk683,koupena,no,no
576,Daniel Martin,"Fowles, John",próza,,inventar,Zk718,koupena,no,no
682,Francouzova milenka,"Fowles, John",próza,,inventar,Zk829,koupena,no,no
1273,Sberatel,"Fowles, John",próza,,spotreba,Zk15/18,koupena,no,no
750,Denik Anny Frankove,Anna Frankova,próza,,inventar,Zk900,koupena,no,no
1181,Svoboda,"Franzen, Jonathan",próza,,spotreba,Zk13/30,koupena,no,no
,Historie vlků,"Fridlundova, Emily",próza,,spotreba,Zk19/6,koupena,no,no
242,Vekslak 3,"Frybort, Pavel",próza,,inventar,Zk345,koupena,no,no
496,Robin,"Frybova, Zdena",próza,,inventar,Zk629,koupena,no,no
134,Mysi Natalie Mooshabrove,"Fuks, Ladislav",próza,,inventar,Zk212,koupena,no,no
596,Spalovac mrtvol,"Fuks, Ladislav",próza,,inventar,Zk738,koupena,no,no
1233,Spalovac mrtvol,"Fuks, Ladislav",próza,,spotreba,Zk14/9,koupena,no,no
69,Ach jo,"Fulghum, Robert",próza,,inventar,Zk129,koupena,no,no
332,Od zacatku do konce,"Fulghum, Robert",próza,,inventar,Zk448,koupena,no,no
741,Treti prani,"Fulghum, Robert",próza,,inventar,Zk891,koupena,no,no
1086,"Vsechno, co opravdu potrebuji znat,.","Fulghum, Robert",próza,,spotreba,Zk10/69,koupena,no,no
,Opravar osudů,"Fulghum, Robert",próza,,spotreba,Zk18/20,koupena,no,no
760,Sofiin svet,"Gaarden, Jostein",próza,,inventar,Zk911,koupena,no,no
,Divka s pomeranci,"Gaarden, Jostein",próza,,spotreba,Zk23/33,koupena,no,no
764,Tajemstvi karet,"Gaarden, Jostein",próza,,inventar,Zk915,koupena,no,no
,Severska mytologie,"Gaiman, Neil",próza,,spotreba,Zk22/5,koupena,no,no
,Odd a mrazivi obri,"Gaiman, Neil",próza,,spotreba,Zk22/10,koupena,no,no
1308,Hedvabnik,"Galbraith, Robert",próza,,spotreba,Zk16/11,koupena,no,no
1315,Volani kukacky,"Galbraith, Robert",próza,,spotreba,Zk16/18,koupena,no,no
801,Saga rodu Forsytů,"Galsworthy, John",próza,,inventar,Zk953,koupena,no,no
,Debutantka,"Gardner, Jan",próza,,spotreba,Zk21/10,koupena,no,no
409,Recke baje,"Gaudore, Pavel",próza,,inventar,Zk535,koupena,no,no
825,Proste spolu,"Gavalda, Anna",próza,,inventar,Zk977,koupena,no,no
1025,Bajecny únik,"Gavalda, Anna",próza,,spotreba,Zk10/9,koupena,no,no
1040,Clovek neni nikdy úplne stastny,"Gavalda, Anna",próza,,spotreba,Zk10/24,koupena,no,no
1146,A takova to byla laska,"Gavalda, Anna",próza,,spotreba,Zk11/44,koupena,no,no
1362,Citliva mista,"Gavalda, Anna",próza,,spotreba,Zk18/6,koupena,no,no
,Osada na pohorku,"Gavron, Asaf",próza,,spotreba,Zk18/42,koupena,no,no
848,"Po nas at prijde potopa, Radosti zivota","Gellner, Frantisek",poezie,,inventar,Zk1001,koupena,no,no
1065,Povidky a satiry,"Gellner, Frantisek",próza,,spotreba,Zk10/50,koupena,no,no
70,V tvou korunu zivote,"Gellner, Frantisek + Sramek + Toman",poezie,,inventar,Zk131,koupena,no,no
,Posledni veta,"Genova, Lisa",próza,,spotreba,Zk21/62,koupena,no,no
428,Pameti Kleopatry,"George, Margaret",próza,,inventar,Zk558,koupena,no,no
,Modra jako safir,"Gierova, Kerstin",próza,,spotreba,Zk19/9,koupena,no,no
,Ruda jako rubin,"Gierova, Kerstin",próza,,spotreba,Zk19/14,koupena,no,no
,Zelena jako smaragd,"Gierova, Kerstin",próza,,spotreba,Zk19/16,koupena,no,no
1298,Synove,"Gilbert, David",próza,,spotreba,Zk16/1,koupena,no,no
772,Interview s A. Ginsbergem,"Ginsberg, Allen",próza,,inventar,Zk924,koupena,no,no
566,"Karma cervena, bila a modra","Ginsberg, Allen",poezie,,inventar,Zk706,koupena,no,no
1261,Kvileni,"Ginsberg, Allen",poezie,,spotreba,Zk15/6,koupena,no,no
1074,"Muz, ktery sazel stromy","Giono, Jean",próza,,spotreba,Zk10/57,koupena,no,no
1198,Metro 2033,"Glukhovsky, Dmitry",próza,,spotreba,Zk13/47,koupena,no,no
1106,Faust,"Goethe, Johann Wolfgang",drama,,spotreba,Zk11/4,koupena,no,no
1263,Faust,"Goethe, Johann Wolfgang",drama,,spotreba,Zk15/8,koupena,no,no
777,"Utrpeni mladeho Werthera, Sprizneni volbou","Goethe, Johann Wolfgang",próza,,inventar,Zk929,koupena,no,no
871,Hry a aktovky – Revizor aj.,"Gogol, Nikolaj Vasiljevic",drama,,inventar,Zk1024,koupena,no,no
1361,Revizor,"Gogol, Nikolaj Vasiljevic",drama,,spotreba,Zk18/5,koupena,no,no
660,Pan much,"Golding, William",próza,,inventar,Zk803,koupena,no,no
1208,Sluha dvou panů,"Goldoni, Carlo",drama,,spotreba,Zk13/57,koupena,no,no
854,Oblomov,"Goncarov, Ivan Alexandrovic",próza,,inventar,Zk1007,koupena,no,no
929,Mikulas a jeho pratele,Gosciny/Sempe,próza,,KPGO,KP99/7,koupena,no,no
930,Mikulasovy průsvihy,Gosciny/Sempe,próza,,KPGO,KP99/8,koupena,no,no
931,Maly Mikulas,Gosciny/Sempe,próza,,KPGO,KP99/9,koupena,no,no
937,Mikulasovy prestavky,Gosciny/Sempe,próza,,KPGO,KP99/17,koupena,no,no
938,Mikulasovy prazdniny,Gosciny/Sempe,próza,,KPGO,KP99/18,koupena,no,no
,"Den, kdy jsem se naucila zit","Gournelle, Laurent",próza,,spotreba,Zk18/45,koupena,no,no
166,"Plechovy bubinek, Kocka a mys","Grass, Gunter",próza,,inventar,Zk254,koupena,no,no
152,"Ja, Claudius","Graves, Robert",próza,,inventar,Zk232,koupena,no,no
206,"Claudius, bůh","Graves, Robert",próza,,inventar,Zk303,koupena,no,no
233,Homerova dcera,"Graves, Robert",próza,,inventar,Zk336,koupena,no,no
244,Amerika serzanta Lamba,"Graves, Robert",próza,,inventar,Zk347,koupena,no,no
,Sedy muz,"Greaney, Mark",próza,,spotreba,Zk21/27,koupena,no,no
,Hvezdy nam nepraly,"Green, John",próza,,spotreba,Zk19/17,koupena,no,no
,Prilis mnoho Katerin,"Green, John",próza,,spotreba,Zk19/24,koupena,no,no
,Less aneb Hledani ztraceneho mladi,"Greer, Andrew Sean",próza,,spotreba,Zk18/75,koupena,no,no
1117,Gilgames,"Grundy, Stephan",próza,,spotreba,Zk11/15,koupena,no,no
,Půlnocni knihovna,"Haig, Matt",próza,,spotreba,Zk22/59,koupena,no,no
826,Selsky baroko,"Hajicek, Jiri",próza,,inventar,Zk978,koupena,no,no
1203,Rybi krev,"Hajicek, Jiri",próza,,spotreba,Zk13/52,koupena,no,no
1226,Vzpominky na jednu vesnickou tancovacku,"Hajicek, Jiri",próza,,spotreba,Zk14/2,koupena,no,no
1279,Fotbalove deniky,"Hajicek, Jiri",próza,,spotreba,Zk15/24,koupena,no,no
1290,Zlodeji zelenych koni,"Hajicek, Jiri",próza,,spotreba,Zk15/35,koupena,no,no
1338,Destova hůl,"Hajicek, Jiri",próza,,spotreba,Zk17/18,koupena,no,no
1026,Pravidla smesneho chovani,"Hakl, Emil",próza,,spotreba,Zk10/10,koupena,no,no
1043,O rodicich a detech,"Hakl, Emil",próza,,spotreba,Zk10/27,koupena,no,no
1099,Intimni schranka Sabriny B.,"Hakl, Emil",próza,,spotreba,Zk10/82,koupena,no,no
1264,Skutecna udalost,"Hakl, Emil",próza,,spotreba,Zk15/9,koupena,no,no
29,Basne,"Halas, Frantisek",poezie,,inventar,Zk66,koupena,no,no
47,Hlad,"Halas, Frantisek",poezie,,inventar,Zk95,koupena,no,no
50,Nase pani Bozena Nemcova,"Halas, Frantisek",poezie,,inventar,Zk100,koupena,no,no
12,Laska a smrt,"Halas, Frantisek - Holan, Vladimir",poezie,,inventar,Zk30,koupena,no,no
49,Basne,"Halek, Vitezslav",poezie,,inventar,Zk99,koupena,no,no
1182,Úzkost brankare pri penalte,"Handke, Peter",próza,,spotreba,Zk13/31,koupena,no,no
883,S peceti viny,"Hanibal, Jiri",próza,,inventar,Zk1036,koupena,no,no
,Dlouha trat,"Hanisova, Viktorie",próza,,spotreba,Zk20/53,koupena,no,no
,Divka z inkoustu a hvezd,"Hargrave, Kiran Millwood",próza,,spotreba,Zk20/2,koupena,no,no
,Otcina,"Harris, Robert",próza,,spotreba,Zk20/30,koupena,no,no
,Konklave,"Harris, Robert",próza,,spotreba,Zk20/32,koupena,no,no
1256,Maly prazsky erotikon,"Hartl, Patrik",próza,,spotreba,Zk15/1,koupena,no,no
,Nejlepsi vikend,"Hartl, Patrik",próza,,spotreba,Zk18/12,koupena,no,no
,15 roků lasky,"Hartl, Patrik",próza,,spotreba,Zk21/28,koupena,no,no
485,Zablesky zivota,"Haukova, Jirina",próza,,inventar,Zk618,koupena,no,no
968,Odchazeni,"Havel, Vaclav",drama,,spotreba,Zk08/10,koupena,no,no
991,"Obcan Vanek – Audience, Vernisaz, Protest","Havel, Vaclav",drama,,spotreba,Zk09/18,koupena,no,no
1124,Hry 3 (napr. Audience),"Havel, Vaclav",drama,,spotreba,Zk11/22,koupena,no,no
,Zahradni slavnost,"Havel, Vaclav",drama,,spotreba,Zk20/31,koupena,no,no
23,Neni cirkev jako cirkev,"Havlicek, Karel - Borovsky",poezie,,inventar,Zk51,koupena,no,no
48,Vojna s hlouposti a zlobou,"Havlicek, Karel - Borovsky",poezie,,inventar,Zk97,koupena,no,no
,Jirkův tajny klic k vesmiru,"Hawkingovi, Lucy a Stephen",próza,,spotreba,Zk22/42,koupena,no,no
,Strucna historie casu,"Hawking, Stephen W.",próza,,spotreba,Zk22/46,koupena,no,no
15,Pisne a lamentace,"Heine, Heinrich",poezie,,inventar,Zk35,koupena,no,no
1274,Hlava XXII,"Heller, Joseph",próza,,spotreba,Zk15/19,koupena,no,no
,Hlava XXII,"Heller, Joseph",próza,,spotreba,Zk94/25,koupena,no,no
502,Fiesta,"Hemingway, Ernest",próza,,inventar,Zk635,koupena,no,no
686,Komu zvoni hrana,"Hemingway, Ernest",próza,,inventar,Zk834,koupena,no,no
706,Pohyblivy svatek,"Hemingway, Ernest",próza,,inventar,Zk855,koupena,no,no
1107,"Fiesta, Starec a moe","Hemingway, Ernest",próza,,spotreba,Zk11/5,koupena,no,no
1143,Povidky,"Hemingway, Ernest",próza,,spotreba,Zk11/41,koupena,no,no
1267,"Fiesta, Starec a more","Hemingway, Ernest",próza,,spotreba,Zk15/12,koupena,no,no
671,Hester,"Hercikova, Iva",próza,,inventar,Zk815,koupena,no,no
701,Pohadky,"Hess, Hermann",próza,,inventar,Zk850,koupena,no,no
811,Stepni vlk,"Hess, Hermann",próza,,inventar,Zk963,koupena,no,no
1038,Siddhartha,"Hess, Hermann",próza,,spotreba,Zk10/22,koupena,no,no
,Divka v modrem plasti,"Hesseova, Monica",próza,,spotreba,Zk22/14,koupena,no,no
40,City v pisen spradam,"Heyduk, Adolf",poezie,,inventar,Zk84,koupena,no,no
74,Vrh kostek,"Hirsal, Josef + Gregrova, Bohumila",poezie,,inventar,Zk135,koupena,no,no
966,"Mstiva kantilena, pozde k ranu, Zalmy","Hlavacek, Karel",poezie,,spotreba,Zk08/8,koupena,no,no
161,William Shakespeare – Kronika hereckeho zivota,"Hodek, Bretislav",próza,,inventar,Zk248,koupena,no,no
160,Perunův den,"Hodrova, Daniela",próza,,inventar,Zk246,koupena,no,no
472,Mesto vidim,"Hodrova, Daniela",próza,,inventar,Zk605,koupena,no,no
827,Cit slecny Smilly pro snih,"Hoeg, Peter",próza,,inventar,Zk979,koupena,no,no
13,Tenkrat,"Holan, Vladimir",poezie,,inventar,Zk31,koupena,no,no
28,Strom kůru shazuje,"Holan, Vladimir",poezie,,inventar,Zk65,koupena,no,no
333,Lemuria,"Holan, Vladimir",poezie,,inventar,Zk450,koupena,no,no
334,Testramenty,"Holan, Vladimir",poezie,,inventar,Zk451,koupena,no,no
424,Narozeni Sisyfovo,"Holub, Miroslav",poezie,,inventar,Zk554,koupena,no,no
410,Odysseova dobrodruzstvi,Homer,poezie,,inventar,Zk536,koupena,no,no
1101,Ilias,Homer,poezie,,spotreba,Zk10/84,koupena,no,no
1156,Achillova pomsta (z Iliady),Homer,poezie,,spotreba,Zk13/5,koupena,no,no
14,Rozkvetla vetev,"Hora, Josef",poezie,,inventar,Zk34,koupena,no,no
,Teorie podivnosti,"Horakova, Pavla",próza,,spotreba,Zk19/40,koupena,no,no
,Srdce Evropy,"Horakova, Pavla",próza,,Spotreba,Zk22/2,koupena,no,no
1322,Marie a Magdaleny,"Hornakova-Civade, Lenka",próza,,spotreba,Zk17/2,koupena,no,no
1336,Palenka: prózy z Banatu,"Horava, Matej",próza,,spotreba,Zk17/16,koupena,no,no
,Tisice planoucich slunci,"Hosseini, Khaled",próza,,spotreba,Zk20/33,koupena,no,no
,Morska modlitba,"Hosseini, Khaled",poezie,,spotreba,Zk20/34,koupena,no,no
882,"Pribehy, povesti a pohadky pani hudby","Hostomska, Anna",próza,,inventar,Zk1035,koupena,no,no
335,Nezvestny,"Hostovsky, Egon",próza,,inventar,Zk452,koupena,no,no
336,Literarni dobrodruzstvi,"Hostovsky, Egon",próza,,inventar,Zk453,koupena,no,no
1128,Mapa a územi,"Houellebecq, Michel",próza,,spotreba,Zk11/26,koupena,no,no
1281,Podvoleni,"Houellebecq, Michel",próza,,spotreba,Zk15/26,koupena,no,no
78,Pabeni,"Hrabal, Bohumil",próza,,inventar,Zk141,koupena,no,no
179,Pabeni,"Hrabal, Bohumil",próza,,inventar,Zk267,koupena,no,no
180,Obrazy v hlubine casu,"Hrabal, Bohumil",próza,,inventar,Zk268,koupena,no,no
181,Kafkarna,"Hrabal, Bohumil",próza,,inventar,Zk269,koupena,no,no
182,Obsluhoval jsem anglickeho krale,"Hrabal, Bohumil",próza,,inventar,Zk270,koupena,no,no
473,"Budte tak hodna, vytahnete rolety","Hrabal, Bohumil",próza,,inventar,Zk606,koupena,no,no
1045,Ostre sledovane vlaky,"Hrabal, Bohumil",próza,,spotreba,Zk10/29,koupena,no,no
429,Blues pro blaznivou holku a jine basne,"Hrabe, Vaclav",poezie,,inventar,Zk559,koupena,no,no
668,Horecka,"Hrabe, Vaclav",próza,,inventar,Zk812,koupena,no,no
757,Sedm snehulaků a jine pripady pro zacinajici detektivy,"Hrncir, Svatopluk",próza,,inventar,Zk908,koupena,no,no
30,Romance pro kridlovku,"Hrubin, Frantisek",poezie,,inventar,Zk69,koupena,no,no
60,Verse 1932 - 1948,"Hrubin, Frantisek",poezie,,inventar,Zk119,koupena,no,no
61,Oblohy,"Hrubin, Frantisek",poezie,,Inventar,Zk120,koupena,no,no
546,Pohadky z tisice a jedne noci,"Hrubin, Frantisek",próza,,inventar,Zk685,koupena,no,no
157,Chram Matky Bozi v Parizi,"Hugo, Victor",próza,,inventar,Zk239,koupena,no,no
1176,Chram Matky Bozi v Parizi,"Hugo, Victor",próza,,spotreba,Zk13/25,koupena,no,no
611,Pamet moji babicce,"Hůlova, Petra",próza,,inventar,Zk753,koupena,no,no
679,Pres matny sklo,"Hůlova, Petra",próza,,inventar,Zk826,koupena,no,no
1022,Strazci obcanskeho dobra,"Hůlova, Petra",próza,,spotreba,Zk10/6,koupena,no,no
,Nejvyssi karta,"Hůlova, Petra",próza,,spotreba,Zk23/20,koupena,no,no
846,Plys,"Hvorecky, Michal",próza,,inventar,Zk999,koupena,no,no
,Úzasna dobrodruzstvi Kavaliera a Claye,"Chabon, Michael",próza,,spotreba,Zk18/70,koupena,no,no
337,Z deniku anekdoty,"Charms, Daniil",próza,,inventar,Zk454,koupena,no,no
338,Reakcni zonglerstvi,"Charms, Daniil",próza,,inventar,Zk455,koupena,no,no
385,Let do nebe,Charms Daniil,próza,,inventar,Zk508,koupena,no,no
524,Ctyrnoha vrana,"Charms, Daniil",próza,,inventar,Zk661,koupena,no,no
820,Motylek,"Charrier, Henri",próza,,inventar,Zk972,koupena,no,no
154,Utz,"Chatwin, Bruce",próza,,inventar,Zk235,koupena,no,no
37,Canterburske povidky,"Chaucer, Geoffrey",poezie,,inventar,Zk81,koupena,no,no
1187,Zvonokosy,"Chevallier, Gabriel",próza,,spotreba,Zk13/36,koupena,no,no
,Jizva,"Chlupova, Danuta",próza,,spotreba,Zk21/50,koupena,no,no
556,Vlastni zivotopis,"Iacocca, Lee",próza,,inventar,Zk695,koupena,no,no
,Materske mleko,"Ikstena, Nora",próza,,spotreba,Zk23/16,koupena,no,no
1346,"Plesata zpevacka, Zidle","Ionesco, Eugene",drama,,spotreba,Zk17/26,koupena,no,no
