kod knihy,Nazev,Autor,Kategorie,Obor/zanr,Umisteni,Signatura,Způsob ziskani,mautritni,pujcena
,Proklety kraj,"Klevisova, Michaela",,,,neni,darovana,,
,Vrani oko,"Klevisova, Michaela",,,,neni,darovana,,
,Mlynarova opicka,"Klicpera, Vaclav Kliment",,,,neni,darovana,,
,V raji sumavskem,"Klostermann, Karel",,,,neni,darovana,,
,Sklari,"Klostermann, Karel",,,,neni,darovana,,
,Z historie evropske knihy,"Kneidl, Pravoslav",,,,neni,darovana,,
,Cas lasky a boje,Kohout Pavel,,,,neni,darovana,,
,Labyrint sveta a raj srdce,"Komensky, Jan Amos",,,,neni,darovana,,
,Rozchod!,"Konrad, Karel",,,,neni,darovana,,
,Treti rota,"Kopta, Josef",,,,neni,darovana,,
,Treti rota na magistrale,"Kopta, Josef",,,,neni,darovana,,
,"Adelheid, Údoli vcel, Andel milosrdenstvi","Körner, Vladimir",,,,neni,darovana,,
,Kronika ceska,Kosmas,,,,neni,darovana,,
,Krvavy basnik Nero,"Kosztolanyi, Dezsö",,,,neni,darovana,,
,Krvavy basnik Nero,"Kosztolanyi, Dezsö",,,,neni,darovana,,
,Prazske halucinace,"Koudelka, Petr",,,,neni,darovana,,
,Lovcem v tajze,"Kozak, Jan",,,,neni,darovana,,
,Basnik neumira,"Kozik, Frantisek",,,,neni,darovana,,
,Bolestny a hrdinsky zivot J. A. Komenskeho,"Kozik, Frantisek",,,,neni,darovana,,
,Josef Manes,"Kozik, Frantisek",,,,neni,darovana,,
,Nejvetsi z pierotů,"Kozik, Frantisek",,,,neni,darovana,,
,Treti noc,"Kozik, Frantisek",,,,neni,darovana,,
,Nejvetsi z pierotů,"Kozik, Frantisek",,,,neni,darovana,,
,Na dolinach svita,"Kozik, Frantisek",,,,neni,darovana,,
,Vybor z dila I,"Krasnohorska, Eliska",,,,neni,darovana,,
,Mistr Jan,"Kratochvil, Milos Vaclav",,,,neni,darovana,,
,Mistr Jan,"Kratochvil, Milos Vaclav",,,,neni,darovana,,
,Osamely rvac,"Kratochvil, Milos Vaclav",,,,neni,darovana,,
,Medova leta,"Kraus, Ivan",,,,neni,darovana,,
,Ma rodina a jina zemetreseni,"Kraus, Ivan",,,,neni,darovana,,
,Clovek a stin (bajky),"Krylov, Ivan Andrejevic",,,,neni,darovana,,
,Babel,"Krelina, Frantisek",,,,neni,darovana,,
,Na brezich Botice,"Krelina, Frantisek",,,,neni,darovana,,
,Valka o Irak,"Kubal, Michal",,,,neni,darovana,,
,Povidky z muzejnich vitrin,"Kubatova, Marie",,,,neni,darovana,,
,Blesky nad hlavou,"Kubin, Josef Stefan",,,,neni,darovana,,
,Lopuchy a růze,"Kubin, Josef Stefan",,,,neni,darovana,,
,Lidove povidky z Podkrkonosi,"Kubin, Josef Stefan",,,,neni,darovana,,
,Stiny jdou za nami,"Kubin, Josef Stefan",,,,neni,darovana,,
,Z vychodu svetlo,"Kubin, Josef Stefan",,,,neni,darovana,,
,Hrozna chvile,"Kubin, Josef Stefan",,,,neni,darovana,,
,Jecminkův navrat,"Kubin, Josef Stefan",,,,neni,darovana,,
,Kniha pohadek,"Kubka, Frantisek",,,,neni,darovana,,
,Sto dvacet dni,"Kubka, Frantisek",,,,neni,darovana,,
,Vitr z hlubin,"Kubka, Frantisek",,,,neni,darovana,,
,Úhledna dzungle,"Kundera, Ludvik",,,,neni,darovana,,
,Paleckův plac,"Kubka, Frantisek",,,,neni,darovana,,
,Dvoji domov Karla Kyncla (novinove prispevky 1975-1996),"Kyncl, Karel",,,,neni,darovana,,
,Moje Britanie,"Kyncl, Karel",,,,neni,darovana,,
,," Lada, Josef",,Sto veselych kreseb,,neni,darovana,,
,,"Lada, Josef",,Kronika meho zivota,,neni,darovana,,
,,"Lackberg, Camilla",,,,neni,darovana,,
,Bajky,"La Fontaine, Jean de",,,,neni,darovana,,
,Nebezpecne znamosti,"Laclos, Choderlos de",,,,neni,darovana,,
,Jako britva (Nemcova),"Lagronova, Lenka",,,,neni,darovana,,
,Filatelisticke povidky,"Langer, Frantisek",,,,neni,darovana,,
,Snilci a vrahove,"Langer, Frantisek",,,,neni,darovana,,
,Milenec lady Chatterleyove,"Lawrence, Herbert David",,,,neni,darovana,,
,Boure nad Asii,"Lawrence, T. E.",,,,neni,darovana,,
,Salka Valka,"Laxness, Halldór",,,,neni,darovana,,
,Arsene lupin kontra Herlock Sholmes (blondynka),"Leblanc, Maurice",,,,neni,darovana,,
,Tisic a jedna fraska,"Lec, Stanislav Jerzy",,,,neni,darovana,,
,Manzelstvi z rozumu,"Leclaireova, Day",,,,neni,darovana,,
,Mir na Zemi,"Lem, Stanislav",,,,neni,darovana,,
,Demon,"Lermontov, Michail Jurjevic",,,,neni,darovana,,
,Hrdina nasi doby,"Lermontov, Michail Jurjevic",,,,neni,darovana,,
,Kristus se zastavil v Eboli,"Levi, Carlo",,,,neni,darovana,,
,Arrowsmith,"Lewis, Sinclair",,,,neni,darovana,,
,Hlavni trida,"Lewis, Sinclair",,,,neni,darovana,,
,Karkulin ze strechy,"Lindgrenova, Astrid",,,,neni,darovana,,
,Dejiny,Livius,,,,neni,darovana,,
,Hostujici profesori,"Lodge, David",,,,neni,darovana,,
,Hostujici profesori,"Lodge, David",,,,neni,darovana,,
,Obeti,"Logaj, Josef",,,,neni,darovana,,
,"Navstivila jste jiz Bahamy, milostiva pani?","Longinova, Helena",,,,neni,darovana,,
,Bůh ci dabel,"Loukotova, Jarmila",,,,neni,darovana,,
,Navzdory basnik zpiva,"Loukotova, Jarmila",,,,neni,darovana,,
,Neni rimskeho lidu,"Loukotova, Jarmila",,,,neni,darovana,,
,Neni rimskeho lidu,"Loukotova, Jarmila",,,,neni,darovana,,
,Spartakus,"Loukotova, Jarmila",,,,neni,darovana,,
,Pod maskou smich,"Loukotova, Jarmila",,,,neni,darovana,,
,Neni rimskeho lidu,"Loukotkova, Jarmila",,,,neni,darovana,,
,Morsky vlk,"London, Jack",,,,neni,darovana,,
,Bily den,"London, Jack",,,,neni,darovana,,
,Bily tesak,"London, Jack",,,,neni,darovana,,
,Bily tesak,"London, Jack",,,,neni,darovana,,
,Laska k zivotu,"London, Jack",,,,neni,darovana,,
,Morsky vlk,"London, Jack",,,,neni,darovana,,
,Muz vysoke hry,"London, Jack",,,,neni,darovana,,
,Syn slunce,"London, Jack",,,,neni,darovana,,
,Tasmanovy zelvy,"London, Jack",,,,neni,darovana,,
,Tulak po hvezdach,"London, Jack",,,,neni,darovana,,
,Úplnek,"London, Jack",,,,neni,darovana,,
,V noci zrozena,"London, Jack",,,,neni,darovana,,
,Volani divociny,"London, Jack",,,,neni,darovana,,
,Sila silneho a jine povidky,"London, Jack",,,,neni,darovana,,
,Smoke a Shorty,"London, Jack",,,,neni,darovana,,
,Zarici den,"London, Jack",,,,neni,darovana,,
,Bily Den,"London, Jack",,,,neni,darovana,,
,Modlitba pro Katerinu Horovitzovou,"Lustig, Arnost",,,,neni,darovana,,
,,"Macdonald, Ross",,,,neni,darovana,,
,Co zivot dal a vzal,"MacDonaldova, Betty",,,,neni,darovana,,
,Vejce a ja,"MacDonaldova, Betty",,,,neni,darovana,,
,Co zivot dal a vzal,"MacDonaldova, Betty",,,,neni,darovana,,
,Choking hazard,"Macek, Petr",,,,neni,darovana,,
,Bez dcerky neodejdu,"Mahmoodyova, Betty",,,,neni,darovana,,
,...A jen zeme je ma,"Macha, Karel Hynek",,,,neni,darovana,,
,Cikani a jina próza,"Macha, Karel Hynek",,,,neni,darovana,,
,Maj,"Macha, Karel Hynek",,,,neni,darovana,,
,Maj,"Macha, Karel Hynek",,,,neni,darovana,,
,Basne,"Macha, Karel Hynek",,,,neni,darovana,,
,Confiteor,"Machar, Josef Svatopluk",,,,neni,darovana,,
,Ctyri knihy sonetů,"Machar, Josef Svatopluk",,,,neni,darovana,,
,Satiricon,"Machar, Josef Svatopluk",,,,neni,darovana,,
,Zde by mely kvest růze,"Machar, Josef Svatopluk",,,,neni,darovana,,
,Americky sen,"Mailer, Norman",,,,neni,darovana,,
,Nazi a mrtvi,"Mailer, Norman",,,,neni,darovana,,
,"Sirena, Havirska balada","Majerova, Marie",,,,neni,darovana,,
,Spisovatelky dnes,"Majerova, Marie",,,,neni,darovana,,
,Robinsonka,"Majerova, Marie",,,,neni,darovana,,
,Robinsonka,"Majerova, Marie",,,,neni,darovana,,
,Mladi krale Jindricha IV.,"Mann, Heinrich",,,,neni,darovana,,
,Mladi krale Jindricha IV.,"Mann, Heinrich",,,,neni,darovana,,
,Profesor Nerad,"Mann, Heinrich",,,,neni,darovana,,
,Profesor Nerad,"Mann, Heinrich",,,,neni,darovana,,
,Buddenbrookovi,"Mann, Thomas",,,,neni,darovana,,
,Doktor Faust,"Mann, Thomas",,,,neni,darovana,,
,Panoptikum hrisnych lidi,"Marek, Jiri",,,,neni,darovana,,
,Zivot se nevraci,"Marek, Jiri",,,,neni,darovana,,
,Alchymista,"Marek, Frantisek",,,,neni,darovana,,
,Laska za casů cholery,"Marquez, Gabriel Garcia",,,,neni,darovana,,
,Sto roků samoty,"Marquez, Gabriel Garcia",,,,neni,darovana,,
,Devadesat dnů za zeleznou oponou,"Marquez, Gabriel Garcia",,,,neni,darovana,,
,Uz zase skacu pres kaluze,"Marshall, Alan",,,,neni,darovana,,
,Posmesky a jizlivosti,"Martialis, Markus Valerius",,,,neni,darovana,,
,Romance o Zavisovi,"Maranek, Jiri",,,,neni,darovana,,
,Barbar Vok,"Maranek, Jiri",,,,neni,darovana,,
,Vola Londyn,"Masaryk, Jan",,,,neni,darovana,,
,Vola Londyn,"Masaryk, Jan",,,,neni,darovana,,
,Úsmevy Jana Masaryka,"Masaryk, Jan",,,,neni,darovana,,
,Ceska otazka,"Masaryk, Tomas Garique",,,,neni,darovana,,
,Idealy humanitni,"Masaryk, Tomas Garique",,,,neni,darovana,,
,Svetova revoluce za valky a ve valce,"Masaryk, Tomas Garigue",,,,neni,darovana,,
,Milacek,"Maupassant, Guy de",,,,neni,darovana,,
,Milacek,"Maupassant, Guy de",,,,neni,darovana,,
,V rodine a jine povidky,"Maupassant, Guy de",,,,neni,darovana,,
,Mont – Oriol,"Maupassant, Guy de",,,,neni,darovana,,
,Milacek,"Maupassant, Guy de",,,,neni,darovana,,
,Ptaci a jine povidky,"Maurier, Daphne du",,,,neni,darovana,,
,Olympio aneb Zivot Victora Huga,"Maurois, Andre",,,,neni,darovana,,
,Zivot lorda Byrona,"Maurois, Andre",,,,neni,darovana,,
,Zivot sira Alexandra Fleminga,"Maurois, Andre",,,,neni,darovana,,
,Mlceni plukovnika Brambla,"Maurois, Andre",,,,neni,darovana,,
,Ariel aneb Shelleyho zivot,"Maurois, Andre",,,,neni,darovana,,
,Trikrat 87. revir,"McBain, Ed",,,,neni,darovana,,
,Slavne dopisy aneb Pohledy do zakulisi dejin,"McLynn, Frank",,,,neni,darovana,,
,Legenda o Barabasovi,"Medek, Rudolf",,,,neni,darovana,,
,Bila velryba,"Melvill, Herman",,,,neni,darovana,,
,Pan Tadeas,"Mickiewizc, Adam",,,,neni,darovana,,
,Malir sveho lidu (o Alsovi),"Micko, Miroslav",,,,neni,darovana,,
,Jih proti severu I,"Mitchellova, Margaret",,,,neni,darovana,,
,Jih proti severu II,"Mitchellova, Margaret",,,,neni,darovana,,
,Malevil,"Merle, Robert",,,,neni,darovana,,
,Dlouha bila prerusovana cara,"Mnacko, Ladislav",,,,neni,darovana,,
,Mec úsvitu,"Moorcock, Michael",,,,neni,darovana,,
,Horalka,"Moravia, Alberto",,,,neni,darovana,,
,Horalka,"Moravia, Alberto",,,,neni,darovana,,
,Rimanka,"Moravia, Alberto",,,,neni,darovana,,
,Z maleho sveta,"Moravsky, Gustav Pfleger",,,,neni,darovana,,
,Setkani po letech,"Morganova, Raye",,,,neni,darovana,,
,Tiche roky,"Mornstajnova, Alena",,,,neni,darovana,,
,Santa Lucia,"Mrstik, Vilem",,,,neni,darovana,,
,Pohadka maje,"Mrstik, Vilem",,,,neni,darovana,,
,Rok na vsi I,"Mrstikove, Alois a Vilem",,,,neni,darovana,,
,Rok na vsi II,"Mrstikove, Alois a Vilem",,,,neni,darovana,,
,Ohen proti ohni,"Mucha, Jiri",,,,neni,darovana,,
,Zpoved ditete sveho veku,"Musset, Alfred de",,,,neni,darovana,,
,Posledni kabriolet,"Myrer, Anton",,,,neni,darovana,,
,Dejiny surrealismu,"Nadeau, Maurice",,,,neni,darovana,,
,Vsechno je jinak,"Neff, Ondrej",,,,neni,darovana,,
,Roucho pana Balzaca,"Neff, Vladimir",,,,neni,darovana,,
,Marie a zahradnik,"Neff, Vladimir",,,,neni,darovana,,
,Kralovsky vozataj,"Neff, Vladimir",,,,neni,darovana,,
,Krasna carodejka,"Neff, Vladimir",,,,neni,darovana,,
,Kralovny nemaji nohy,"Neff, Vladimir",,,,neni,darovana,,
,Vecery u krbu,"Neff, Vladimir a Ondrej",,,,neni,darovana,,
,Dobry clovek (zname povidky),"Nemcova, Bozena",,,,neni,darovana,,
,Babicka,"Nemcova, Bozena",,,,neni,darovana,,
,Ctyry doby,"Nemcova, Bozena",,,,neni,darovana,,
,Chudi lide (zname povidky),"Nemcova, Bozena",,,,neni,darovana,,
,Narodni bachorky,"Nemcova, Bozena",,,,neni,darovana,,
,Pohorska vesnice,"Nemcova, Bozena",,,,neni,darovana,,
,Pohorska vesnice,"Nemcova, Bozena",,,,neni,darovana,,
,Povidky,"Nemcova, Bozena",,,,neni,darovana,,
,Chyse pod horami,"Nemcova, Bozena",,,,neni,darovana,,
,Povidky a basne,"Nemcova, Bozena",,,,neni,darovana,,
,"Ceske narodni bachorky a povesti I, II","Nemcova, Bozena",,,,neni,darovana,,
,Slovenske narodni pohadky a povesti,"Nemcova, Bozena",,,,neni,darovana,,
,Pohadky,"Nemcova, Bozena",,,,neni,darovana,,
,Babicka,"Nemcova, Bozena",,,,neni,darovana,,
,Karla,"Nemcova, Bozena",,,,neni,darovana,,
,Panicky a damy aneb Druha (soudnicky),"Nemec, Frantisek",,,,neni,darovana,,
,Dabel mluvi spanelsky,"Nemecek, Zdenek",,,,neni,darovana,,
,"Zar krve, Zaklinacka Rota","Neomillnerova, Petra",,,,neni,darovana,,
,Stuclinka a Zachumlanek,"Nepil, Frantisek",,,,neni,darovana,,
,Arabesky,"Neruda, Jan",,,,neni,darovana,,
,"Binokl na ocich, v ruce hůl","Neruda, Jan",,,,neni,darovana,,
,Obrazy z ciziny,"Neruda, Jan",,,,neni,darovana,,
,Sebrane spisy,"Neruda, Jan",,,,neni,darovana,,
,Studie kratke a kratsi,"Neruda, Jan",,,,neni,darovana,,
,Z „Hlasu“,"Neruda, Jan",,,,neni,darovana,,
,Obrazky,"Neruda, Jan",,,,neni,darovana,,
,Povidky malostranske,"Neruda, Jan",,,,neni,darovana,,
,Povidky malostranske,"Neruda, Jan",,,,neni,darovana,,
,Knihy basni,"Neruda, Jan",,,,neni,darovana,,
,Balady a romance,"Neruda, Jan",,,,neni,darovana,,
,Basne,"Neruda, Jan",,,,neni,darovana,,
,Jen dal!,"Neruda, Jan",,,,neni,darovana,,
,"Prazske obrazky, Trhani","Neruda, Jan",,,,neni,darovana,,
,Dialog s doktorem Dongem,"Nesvadba, Josef",,,,neni,darovana,,
,Prvni zprava z Prahy,"Nesvadba, Josef",,,,neni,darovana,,
,Jak predstirat smrt,"Nesvadba, Josef",,,,neni,darovana,,
,Minehava podruhe,"Nesvadba, Josef",,,,neni,darovana,,
,"Basne II (napr. Kniha lesů, vod a strani)","Neumann, Stanislav Kostka",,,,neni,darovana,,
,"Kniha lesů, vod a strani","Neumann, Stanislav Kostka",,,,neni,darovana,,
,"Kniha lesů, vod a strani","Neumann, Stanislav Kostka",,,,neni,darovana,,
,Rude zpevy,"Neumann, Stanislav Kostka",,,,neni,darovana,,
,A hrdy bud!,"Neumann, Stanislav Kostka",,,,neni,darovana,,
,"Dilo XXIII. (Hry, rozhlasove hry a libreta)","Nezval, Vitezslav",,,,neni,darovana,,
,Edison,"Nezval, Vitezslav",,,,neni,darovana,,
,Manon Lescaut,"Nezval, Vitezslav",,,,neni,darovana,,
,Manon Lescaut,"Nezval, Vitezslav",,,,neni,darovana,,
,Manon Lescaut,"Nezval, Vitezslav",,,,neni,darovana,,
,Oci milenek,"Nezval, Vitezslav",,,,neni,darovana,,
,Manon Lescaut,"Nezval, Vitezslav",,,,neni,darovana,,
,Manon Lescsut,"Nezval, Viezslav",,,,neni,darovana,,
,Lingvisticke pohadky,"Nikl, Petr",,,,neni,darovana,,
,Deti Cisteho ziveho,"Novakova, Tereza",,,,neni,darovana,,
,Drasar,"Novakova, Tereza",,,,neni,darovana,,
,Vic nez jen hlas – texty svetovych „pisnickarů“,Novotny Frantisek,,,,neni,darovana,,
,Na rozcesti,"Novy, Karel",,,,neni,darovana,,
,Na rozcesti,"Novy, Karel",,,,neni,darovana,,
,Rytiri a lapkove,"Novy, Karel",,,,neni,darovana,,
,Zelezny kruh,"Novy, Karel",,,,neni,darovana,,
,,"Oatesova, Joyce Carol",,,Americke chute,neni,darovana,,
,Detska leta (pocet kusů 10x),"Oberski, Jana",,,,neni,darovana,,
,"Chudak Avrosimov, Sipovovy patalie","Okudzava, Bulat",,,,neni,darovana,,
,Dostavenicko s Banapartem,"Okudzava, Bulat",,,,neni,darovana,,
,O smutnych ocich Hany Karadzicove,"Olbrach, Ivan",,,,neni,darovana,,
,Zmarizovane zrcadlo,"Olbracht, Ivan",,,,neni,darovana,,
,Golet v údoli,"Olbracht, Ivan",,,,neni,darovana,,
,Zamrizovane zrcadlo,"Olbracht, Ivan",,,,neni,darovana,,
,Filozof a politik T. G. Masaryk,"Opat, Jaroslav",,,,neni,darovana,,
,Cemu se basen rika,"Orten, Jiri",,,,neni,darovana,,
,1984,"Orwell, George",,,,neni,darovana,,
,"Romeo, Julie a tma","Otcenasek, Jan",,,,neni,darovana,,
,"Romeo, Julie a tma","Otcenasek, Jan",,,,neni,darovana,,
,"Romeo, Julie a tma","Otcenasek, Jan",,,,neni,darovana,,
,O lasce a milovani,Ovidius,,,,neni,darovana,,
,O lasce a milovani,Ovidius,,,,neni,darovana,,
,Promeny,Ovidius,,,,neni,darovana,,
,Umeni milovati,Ovidius,,,,neni,darovana,,
,Promeny,Ovidius,,,,neni,darovana,,
,Mlady muz a bila velryba,"Paral, Vladimir",,,,neni,darovana,,
,Pokuseni A-ZZ,"Paral, Vladimir",,,,neni,darovana,,
,Profesionalni zena,"Paral, Vladimir",,,,neni,darovana,,
,"Tri ze ZOO – Veletrh splnenych prani,  ","Paral, Vladimir",,,,neni,darovana,,
,"                      Soukroma vichrice, Katapult",,,,,neni,darovana,,
,Radost az do rana,"Paral, Vladimir",,,,neni,darovana,,
,Jak se dostat z Anglie do Zywce a zpatky,"Parkanova, Vera",,,,neni,darovana,,
,Lod Opanake,"Pasek, Mirko",,,,neni,darovana,,
,Ztracena prerie,"Pasek, Mirko",,,,neni,darovana,,
,Dukla mezi mrakodrapy,"Pavel, Ota",,,,neni,darovana,,
,Vystup na Eiger,"Pavel, Ota",,,,neni,darovana,,
,Zlati úhori,"Pavel, Ota",,,,neni,darovana,,
,Zlati úhori,"Pavel, Ota",,,,neni,darovana,,
,Zlati úhori,"Pavel, Ota",,,,neni,darovana,,
,Jak jsem potkal ryby a dalsi texty,"Pavel, Ota a dalsi",,,,neni,darovana,,
,Strasna nadhera,"Pawlovska, Halina",,,,neni,darovana,,
,Filmovi Basnici,"Pechacek, Ladislav",,,,neni,darovana,,
,Zivot Toulouse Lotreca,"Perruchot, Henri",,,,neni,darovana,,
,Mezi touhou leta a chladem zimy,"Persson, Leif GW",,,,neni,darovana,,
,Stare recke baje a povesti,"Petiska, Eduard",,,,neni,darovana,,
,Svet plny lasky,"Petiska, Eduard",,,,neni,darovana,,
,Svatebni noci,"Petiska, Eduard",,,,neni,darovana,,
,Svetlo v temnotach (o A. Schweitzerovi),"Petrickij, Willy",,,,neni,darovana,,
,Hostina u Trimalchiona,Petronius,,,,neni,darovana,,
,Divoke kere,"Pilar, Jan",,,,neni,darovana,,
,Stari a mladi,"Pirandello, Luigi",,,,neni,darovana,,
,Stari a mladi,"Pirandello, Luigi",,,,neni,darovana,,
,Vabank,"Pludek, Alexej",,,,neni,darovana,,
,Jama a kyvadlo,"Poe, Edgar Allan",,,,neni,darovana,,
,Jama a kyvadlo,"Poe, Edgar Allan",,,,neni,darovana,,
,Obchodnici s vesmirem,"Pohl,  Frederik",,,,neni,darovana,,
,Bylo nas pet,"Polacek, Karel",,,,neni,darovana,,
,Bylo nas pet,"Polacek, Karel",,,,neni,darovana,,
,Okresni mesto,"Polacek, Karel",,,,neni,darovana,,
,Muzi v ofsidu,"Polacek, Karel",,,,neni,darovana,,
,Michelup a motocykl,"Polacek, Karel",,,,neni,darovana,,
,Muzi v ofsidu,"Polacek, Karel",,,,neni,darovana,,
,Bylo nas pet,"Polacek, Karel",,,,neni,darovana,,
,Metempsychóza,"Polacek, Karel",,,,neni,darovana,,
,Deniky 1945 - 1948,"Polivka, Vaclav",,,,neni,darovana,,
,Straze! Straze!,"Pratchett, Terry",,,,neni,darovana,,
,Bedrich Smetana,"Prazak, Premysl",,,,neni,darovana,,
,Vyhra,"Prazakova, Hana",,,,neni,darovana,,
,Jeji pastorkyna,"Preissova, Gabriela",,,,neni,darovana,,
,Jeji pastorkyna,"Preissova, Gabriela",,,,neni,darovana,,
,Údoli tyranosaura,"Preston, Douglas",,,,neni,darovana,,
,Ze vzpominek chirurga,"Prochazka, Jaroslav",,,,neni,darovana,,
,Sedm uprchliků,"Prokosch, Frederic",,,,neni,darovana,,
,Reportaz z rakve,"Provod, Miroslav",,,,neni,darovana,,
,Farao,"Prus, Boleslav",,,,neni,darovana,,
,Tazeni na kralovnu,"Ptackova, Jindriska",,,,neni,darovana,,
,Predtucha,"Pujmanova, Marie",,,,neni,darovana,,
,Lide na krizovatce,"Pujmanova, Marie",,,,neni,darovana,,
,Hra s ohnem,"Pujmanova, Marie",,,,neni,darovana,,
,Zivot proti smrti,"Pujmanova, Marie",,,,neni,darovana,,
,Eugen Onegin,"Puskin, Alexandr Sergejevic",,,,neni,darovana,,
,Eugen Onegin,"Puskin, Alexandr Sergejevic",,,,neni,darovana,,
,Medeny jezdec a jine basne,"Puskin, Alexandr Sergejevic",,,,neni,darovana,,
,Pohadky,"Puskin, Alexandr Sergejevic",,,,neni,darovana,,
,Kmotr,"Puzo, Mario",,,,neni,darovana,,
,Modre kvety,"Queneau, Raymond",,,,neni,darovana,,
,Stylisticke cviceni,"Queneau, Raymond",,,,neni,darovana,,
,Trikrat bez detektiva,"Quentin, Patrick",,,,neni,darovana,,
,,"Rabelais, Francois",,,,neni,darovana,,
,,"Rabelais, Francois",,,,neni,darovana,,
,,"Rachlik, Frantisek",,,,neni,darovana,,
,Kaca,"Rais, Karel Vaclav",,,,neni,darovana,,
,Kalibův zlocin,"Rais, Karel Vaclav",,,,neni,darovana,,
,Kalibův zlocin,"Rais, Karel Vaclav",,,,neni,darovana,,
,Lopota,"Rais, Karel Vaclav",,,,neni,darovana,,
,"Půlpani a ctvrtpani (povidky, napr. Sklenik)","Rais, Karel Vaclav",,,,neni,darovana,,
,"Půlpani a ctvrtpani (povidky, napr. Sklenik)","Rais, Karel Vaclav",,,,neni,darovana,,
,Vyminkari,"Rais, Karel Vaclav",,,,neni,darovana,,
,Vyminkari,"Rais, Karel Vaclav",,,,neni,darovana,,
,Zapad,"Rais, Karel Vaclav",,,,neni,darovana,,
,Zapad,"Rais, Karel Vaclav",,,,neni,darovana,,
,Zapadli vlastenci,"Rais, Karel Vaclav",,,,neni,darovana,,
,Podhorske obrazy,"Rais, Karel Vaclav",,,,neni,darovana,,
,Pantata Bezousek,"Rais, Karel Vaclav",,,,neni,darovana,,
,Pantata Bezousek,"Rais, Karel Vaclav",,,,neni,darovana,,
,Zapadli vlastenci,"Rais, Karel Vaclav",,,,neni,darovana,,
,Zapad,"Rais, Karel Vaclav",,,,neni,darovana,,
,Dite divociny,"Rawlingsova, Marjorie Kinnan",,,,neni,darovana,,
,Protoze se stmiva,"Reckova, Jana",,,,neni,darovana,,
,Cerny obelisk,"Remarque, Erich Maria",,,,neni,darovana,,
,Cerny obelisk,"Remarque, Erich Maria",,,,neni,darovana,,
,Cerny obelisk,"Remarque, Erich Maria",,,,neni,darovana,,
,Miluj blizniho sveho,"Remarque, Erich Maria",,,,neni,darovana,,
,Stiny v raji,"Remarque, Erich Maria",,,,neni,darovana,,
,Vitezny oblouk,"Remarque, Erich Maria",,,,neni,darovana,,
,Vitezny oblouk,"Remarque, Erich Maria",,,,neni,darovana,,
,Tri kamaradi,"Remarque, Erich Maria",,,,neni,darovana,,
,Vitezny oblouk,"Remarque, Erich Maria",,,,neni,darovana,,
,Cerny obelisk,"Remarque, Erich Maria",,,,neni,darovana,,
,Vitezny oblouk,"Remarque, Erich Maria",,,,neni,darovana,,
,Ramses proklety,"Riceova, Anne",,,,neni,darovana,,
,Kruta kniha aforismů,"Rochefoucauld, de la Francois",,,,neni,darovana,,
,Dobry clovek jeste zije,"Rolland, Romain",,,,neni,darovana,,
,Jan Krystof,"Rolland, Romain",,,,neni,darovana,,
,Jan Krystof,"Rolland, Romain",,,,neni,darovana,,
,"Jan Krystof I, II","Rolland, Romain",,,,neni,darovana,,
,Petr a Lucie,"Rolland, Romain",,,,neni,darovana,,
,Petr a Lucie,"Rolland, Romain",,,,neni,darovana,,
,Dobry clovek jeste zije,"Rolland, Romain",,,,neni,darovana,,
,Hra o lasce a smrti,"Rolland, Romain",,,,neni,darovana,,
,Okouzlena duse II,"Rolland, Romain",,,,neni,darovana,,
,Petr a Lucie,"Rolland, Romain",,,,neni,darovana,,
,Vezmi tu růzi,"Ronsard, Pierre",,,,neni,darovana,,
,Za lepsi svet,"Roosevelt, Franklin Delano",,,,neni,darovana,,
,Cyrano z Bergeracu,"Rostand, Edmond",,,,neni,darovana,,
,Klub extaze,"Rushkoff, Douglas",,,,neni,darovana,,
,Iransky poutnik,"Rypka, Jan",,,,neni,darovana,,
,Cerne svetlo,"Rezac, Vaclav",,,,neni,darovana,,
,Bitva,"Rezac, Vaclav",,,,neni,darovana,,
,La bella Boema,"Rezac, Vaclav",,,,neni,darovana,,
,Prede mnou poklekni,"Riha, Bohumil",,,,neni,darovana,,
,Strida se kapitan,"Riha, Bohumil",,,,neni,darovana,,
,"Morana, cili svet a jeho nicoty I, II","Sabina, Karel",,,,neni,darovana,,
,Kdo chyta v zite,"Salinger, James D.",,,,neni,darovana,,
,Fanny a Zooey,"Salinger, James D.",,,,neni,darovana,,
,Pohadky,"Saltykov – Scedrin, M. J.",,,,neni,darovana,,
,"Zaklinac III, Krev elfů","Sapkowski, Andrzej",,,,neni,darovana,,
,Pet zlatych hrusek,"Saroyan, William",,,,neni,darovana,,
,Dobrodruzstvi milovnika starych tisků,"Sayersova, Dorothy L.",,,,neni,darovana,,
,Nevesta z Lammermooru,"Scott, Walter",,,,neni,darovana,,
,Waverley,"Scott, Walter",,,,neni,darovana,,
,Byti basnikem,"Seifert, Jaroslav",,,,neni,darovana,,
,"Dilo III (Zhasnete svetla, Vejir Bozeny Nemcove, Svetlem odena, Kamenny most)","Seifert, Jaroslav",,,,neni,darovana,,
,Jaro sbohem,"Seifert, Jaroslav",,,,neni,darovana,,
,Odlevani zvonů,"Seifert, Jaroslav",,,,neni,darovana,,
,Maminka,"Seifert, Jaroslav",,,,neni,darovana,,
,Mesto v slzach (poezie),"Seifert, Jaroslav",,,,neni,darovana,,
,Odlevani zvonů,"Seifert, Jaroslav",,,,neni,darovana,,
,Byti basnikem,"Seifert, Jaroslav",,,,neni,darovana,,
